project1_file,project2_file,birthmark,comparator,matcher,class1,class2,similarity
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.utilities.package-info,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.utilities.internal.INativeFileTypeLauncherStatic,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.utilities.internal.INativeFileTypeLauncher,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.netbeans.NativeCoreAPIProvider,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.internal.ISWTNativeInterface,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.internal.IOleNativeComponent,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.core.NativeMozillaXPCOM$NativeSwingProxy,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.package-info,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.WebBrowserListener,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.WebBrowserAuthenticationHandler,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.JWebBrowserWindow,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.JWebBrowser$WebBrowserDecoratorFactory,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.JVLCPlayer$VLCPlayerDecoratorFactory,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.JHTMLEditor$JHTMLEditorImplementation,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.JHTMLEditor$InitializationListener,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.JFlashPlayer$FlashPlayerDecoratorFactory,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.HTMLEditorListener,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.FlashPlayerListener,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.win32.package-info,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.win32.ShellExplorerListener,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.win32.internal.INativeWShellExplorer,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.win32.internal.INativeWMediaPlayer,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.internal.INativeWebBrowserStatic,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.internal.INativeWebBrowser,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.internal.INativeMozillaXPCOM,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.internal.INativeFileDialog,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAnthropicChatModel$1,chrriis.dj.nativeswing.swtimpl.components.internal.INativeDirectoryDialog,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$OutProcess$CMN_destroyControls$1,0.3333333333333333
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$InProcess$6,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$InProcess$5,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$InProcess$2,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$InProcess$1,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$5,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$4,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$3$1,0.2857142857142857
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.core.SWTNativeComponent$6,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.core.SWTNativeComponent$4,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.core.MessagingInterface$ThreadLock,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.WebBrowserObject$ObjectHTMLConfiguration,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.NativeInterfaceAdapter,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.EventDispatchUtils$1,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.core.NativeWebBrowser$9,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.core.NativeWebBrowser$10,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.core.NativeMozillaXPCOM$RunMethodResult,0.375
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.core.NativeFileDialog$Data,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.core.NativeDirectoryDialog$Data,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.WebBrowserWindowOpeningEvent,0.3333333333333333
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.WebBrowserFunction,0.5
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.WebBrowserEvent,0.42857142857142855
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.WebBrowserCommandEvent,0.3333333333333333
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.WebBrowserAdapter,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.JHTMLEditorTinyMCE$1,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.JHTMLEditorFCKeditor$1,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.JHTMLEditorCKeditor$1,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.JHTMLEditor$TinyMCEOptions$2,0.42857142857142855
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.JHTMLEditor$TinyMCEOptions$1,0.42857142857142855
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.JHTMLEditor$FCKEditorOptions$1,0.42857142857142855
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.JHTMLEditor$CKEditorOptions$1,0.42857142857142855
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.JFlashPlayer$2,0.42857142857142855
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.HTMLEditorSaveEvent,0.42857142857142855
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.HTMLEditorEvent,0.42857142857142855
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.HTMLEditorAdapter,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.FlashPlayerCommandEvent,0.3333333333333333
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.DefaultVLCPlayerDecorator$VLCPlayerControlBar$7,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.DefaultFlashPlayerDecorator$FlashPlayerControlBar$4,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.Credentials,0.375
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.win32.core.NativeWShellExplorer$1,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Token,chrriis.dj.nativeswing.swtimpl.components.win32.ShellExplorerDocumentCompleteEvent,0.375
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$InProcess$6,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$InProcess$5,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$InProcess$2,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$InProcess$1,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$5,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$4,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.core.MessagingInterface$ThreadLock,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.NativeInterfaceAdapter,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.EventDispatchUtils$1,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.components.core.NativeFileDialog$Data,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.components.core.NativeDirectoryDialog$Data,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.components.WebBrowserAdapter,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.components.HTMLEditorDirtyStateEvent,0.42857142857142855
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$TextRange,chrriis.dj.nativeswing.swtimpl.components.HTMLEditorAdapter,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$OutProcess$CMN_destroyControls$1,0.3333333333333333
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$InProcess$6,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$InProcess$5,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$InProcess$2,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$InProcess$1,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$5,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$4,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.core.SWTNativeInterface$3$1,0.2857142857142857
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.core.SWTNativeComponent$6,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.core.SWTNativeComponent$4,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.core.MessagingInterface$ThreadLock,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.WebBrowserObject$ObjectHTMLConfiguration,1.0
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.NativeInterfaceAdapter,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.EventDispatchUtils$1,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.components.core.NativeWebBrowser$9,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.components.core.NativeWebBrowser$10,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.components.core.NativeMozillaXPCOM$RunMethodResult,0.375
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.components.core.NativeFileDialog$Data,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.components.core.NativeDirectoryDialog$Data,0.25
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.components.WebBrowserWindowOpeningEvent,0.3333333333333333
langchain4j-bedrock-0.24.0.jar,DJNativeSwing-SWT.jar,3-gram,JaccardIndex,RoundRobin,dev.langchain4j.model.bedrock.BedrockAI21LabsChatModelResponse$Prompt,chrriis.dj.nativeswing.swtimpl.components.WebBrowserFunction,0.5
